"No structure","IDE_STRCT","Groupe","Statut","Type structure","Charg. conception","Affichage sur place","Responsablilté de gestion","Centre de services","Role VM Inspection","Année de construction","Nom route","Nom obstacle","ICG","Catégorie ICG","Date Insp. Générale Fermee","Superficie du tablier","Superficie du mur","Longitude","Latitude","X","Y","lien_vers_rapport"
"81-05507",6023440,,"Actif Ville de Montréal","Pont à  poutres en acier","99-Inconnu","Aucun affichage","Ville de Montréal","13 - Arrondissement Pierrefonds-Roxboro","Inspections annuelle et générale par la Ville Montréal",1991,"Canadien National","Parc-nature du Bois-de-Liesse",90.55,4,"2019-06-18",114,,-73.7619885,45.504417,284327.1358,5040532.909,"Non disponible"
"81-05508A",6064389,"E.A. à Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé","Actif Ville de Montréal","Mur",,,"Ville de Montréal - MTQ","24 - Arrondissement Ahuntsic-Cartierville","Inspection annuelle par la Ville de Montréal",1995,"Aut.15, côté Ouest, entre rue de la paix et rue Dudemaine ",,,,,,874,-73.6948810161639,45.5314815084346,289578.4905,5043525.695,"Non disponible"
"81-05508B",6064390,"E.A. à Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé","Actif Ville de Montréal","Mur",,,"Ville de Montréal - MTQ","24 - Arrondissement Ahuntsic-Cartierville","Inspection annuelle par la Ville de Montréal",1995,"Aut.15, côté Ouest entre rue Dudemaine et pl. Jean Massé",,,,,,2104,-73.6984895012084,45.5337025007565,289297.2539,5043773.206,"Non disponible"
"81-05508C",6064391,"E.A. à Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé","Actif Ville de Montréal","Mur",,,"Ville de Montréal - MTQ","24 - Arrondissement Ahuntsic-Cartierville","Inspection annuelle par la Ville de Montréal",1995,"Aut.15, côté O, entre Salaberry et Médéric Martin ",,,,,,2233,-73.7068328475806,45.5373748741983,288646.66,5044182.966,"Non disponible"
"81-05508D",6064392,"E.A. à Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé","Actif Ville de Montréal","Mur",,,"Ville de Montréal - MTQ","24 - Arrondissement Ahuntsic-Cartierville","Inspection annuelle par la Ville de Montréal",1995,"Aut. 15, côté Est, entre Pt. Médéric Martin et De Salaberry ",,,,,,2584,-73.706108341487,45.5376907090216,288703.333,5044217.92,"Non disponible"
"81-05508E",6064393,"E.A. à Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé","Actif Ville de Montréal","Mur",,,"Ville de Montréal - MTQ","24 - Arrondissement Ahuntsic-Cartierville","Inspection annuelle par la Ville de Montréal",1995,"Aut. 15 côté Est, entre ter. Louisbourg et rue Dudemaine",,,,,,1616,-73.6976400004863,45.5338350003055,289363.6393,5043787.767,"Non disponible"
"81-05508F",6064397,"E.A. à Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé","Actif Ville de Montréal","Mur",,,"Ville de Montréal - MTQ","24 - Arrondissement Ahuntsic-Cartierville","Inspection annuelle par la Ville de Montréal",1995,"Autoroute Laurentides ",,,,,,4006,-73.6933193424927,45.5313810165556,289700.4407,5043514.232,"Non disponible"
"81-05508G",6083911,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal - MTQ","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",2017,"Autoroute 15, côté Est ",,100,4,"2017-07-06",,2050,-73.6806588476651,45.5316634920048,290689.3823,5043543.321,"Non disponible"
"81-05509",6036873,,"Actif Ville de Montréal","Ponceau voà»té en béton armé","18-CL625","Aucun affichage","Ville de Montréal","19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles","Inspections annuelle et générale par la Ville Montréal",2011,"Boulevard Gouin Est ","Bassin à  l'Ouest de Trefflé-Berthiaume",100,4,"2021-04-20",,,-73.5354685,45.6765275,302036.8029,5059627.152,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05509_inspection_generale_web.pdf"
"81-05511",6041986,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal","12 - Arrondissement Verdun","Inspections annuelle et générale par la Ville Montréal",2008,"Accès au Chemin de la Pointe-Nord Côté Sud",,100,4,"2021-11-04",,90,-73.5437060408187,45.472424445038,301382.6951,5036945.111,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05511_inspection_generale_web.pdf"
"81-05512A",6036913,"P.I. Montée de Liesse / Aut. 520","Actif Ville de Montréal","Portique en béton armé","18-CL625","Aucun affichage","Ville de Montréal","15 - Arrondissement Saint-Laurent","Inspections annuelle et générale par la Ville Montréal",2013,"Chemin de la Côte-de-Liesse Dir. Est","Montée de Liesse ",100,4,"2021-07-29",226,,-73.702852114031,45.4770759576433,288940.6256,5037481.12,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05512A_inspection_generale_web.pdf"
"81-05512B",6036919,"P.I. Montée de Liesse / Aut. 520","Actif Ville de Montréal","Portique en béton armé","18-CL625","Aucun affichage","Ville de Montréal","15 - Arrondissement Saint-Laurent","Inspections annuelle et générale par la Ville Montréal",2013,"Chemin de la Côte-de-Liesse Dir. Ouest","Montée de Liesse ",100,4,"2021-07-29",226,,-73.7031801441305,45.4772777093668,288915.0362,5037503.606,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05512B_inspection_generale_web.pdf"
"81-05513",6075162,,"Actif Ville de Montréal","Pont de type Pony-Warren, en acier","98-Autre","Aucun affichage","Ville de Montréal","15 - Arrondissement Saint-Laurent","Inspections annuelle et générale par la Ville Montréal",2016,"Est de la rue Barr","Autoroute 520 Dir. Est",99.83,4,"2019-10-10",176,,-73.6932974293499,45.4844230614354,289689.5935,5038295.763,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05513_inspection_generale_web.pdf"
"81-05515",6075161,,"Actif Ville de Montréal","Pont de type Pony-Warren, en acier","98-Autre","Aucun affichage","Ville Montréal - Municipalité ","15 - Arrondissement Saint-Laurent","Inspections annuelle et générale par la Ville Montréal",2016,"Est de la rue Isabey","Autoroute 520 Dir. Est",99.96,4,"2019-10-10",174,,-73.6813799761829,45.4914570116875,290622.9667,5039075.275,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05515_inspection_generale_web.pdf"
"81-05516",6070741,,"Actif Ville de Montréal","Pont à  poutres en acier","98-Autre","Aucun affichage","Ville de Montréal","18 - Arrondissement LaSalle","Inspections annuelle et générale par la Ville Montréal",2016,"Prolongement de la rue Lapierre","Canal de l'aqueduc",73.32,3,"2020-11-17",400,,-73.6022512982767,45.4342428861819,296799.7393,5032706.169,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05516_inspection_generale_web.pdf"
"81-05517",6036933,,"Actif Ville de Montréal","Pont de type Pony-Warren, en acier","98-Autre","Aucun affichage","Ville de Montréal","15 - Arrondissement Saint-Laurent","Inspections annuelle et générale par la Ville Montréal",2013,"Entre Rue des Andes et Rue des Outardes","Lac E",99.81,4,"2021-11-03",99,,-73.7158034341457,45.5114002140085,287938.3125,5041298.223,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05517_inspection_generale_web.pdf"
"81-05520",6086061,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal","21 - Arrondissement Le Sud-Ouest","Inspections annuelle et générale par la Ville Montréal",2017,"Autoroute 10, dir. Est, côté Sud ",,100,4,"2021-11-04",,724,-73.5544979148187,45.4943272098152,300540.5467,5039379.683,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05520_inspection_generale_web.pdf"
"81-05521",6086064,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",2017,"Autoroute 10, dir. Ouest, côté Nord",,100,4,"2021-11-04",,741,-73.5539424210937,45.4940145110347,300583.9397,5039344.903,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05521_inspection_generale_web.pdf"
"81-05525",6039415,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal - MTQ","17 - Arrondissement Lachine","Inspections annuelle et générale par la Ville Montréal",1987,"rue Richmond ",,99.97,4,"2021-11-03",,2005,-73.6424075,45.4456985,293660.1259,5033984.002,"Non disponible"
"81-05526",6039416,,"Actif Ville de Montréal","Pont acier-bois","99-Inconnu","Aucun affichage","Ville de Montréal","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1970,"Chemin du pavillon des activités nautiques","Lac de l'île Notre-Dame",75,4,"2019-11-18",20,,-73.525979,45.500264,302769.7441,5040038.324,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05526_inspection_generale_web.pdf"
"81-05527A",6039430,"P.I. Marcel-Laurin / CN, au Nord de l'aut. 40","Actif Ville de Montréal","Mur",,,"Ville de Montréal","15 - Arrondissement Saint-Laurent","Inspections annuelle et générale par la Ville Montréal",1966,"Boulevard Marcel-Laurin ",,65.95,3,"2021-09-14",,330,-73.6703795990097,45.5031750267622,291485.5408,5040375.62,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05527A_inspection_generale_web.pdf"
"81-05527B",6039428,"P.I. Marcel-Laurin / CN, au Nord de l'aut. 40","Actif Ville de Montréal","Mur",,,"Ville de Montréal","15 - Arrondissement Saint-Laurent","Inspections annuelle et générale par la Ville Montréal",1966,"Boulevard Marcel-Laurin ",,95.42,4,"2021-09-14",,279,-73.6711429709378,45.5033729358249,291425.9333,5040397.741,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05527B_inspection_generale_web.pdf"
"81-05528",5185417,,"Actif Ville de Montréal","Pont à  pout. béton précont., préfabr.","18-CL625","Aucun affichage","Ville de Montréal - MTQ","15 - Arrondissement Saint-Laurent","Inspections annuelle et générale par la Ville Montréal",2014,"Voie de service A-40 Ouest / 117 Nord","Boulevard Décarie dir. Sud",100,4,"2018-09-11",206,,-73.6689615402445,45.5035995664365,291596.4554,5040422.566,"Non disponible"
"81-05529",5185439,,"Actif Ville de Montréal","Pont à  pout. béton précont., préfabr.","18-CL625","Aucun affichage","Ville de Montréal - MTQ","15 - Arrondissement Saint-Laurent","Inspections annuelle et générale par la Ville Montréal",2013,"Voie de service A-40 Ouest / 117 Nord","Raccordement A-15 nord / 117 Nord ",100,4,"2018-09-11",257,,-73.6668322978648,45.504360942392,291763.0213,5040506.83,"Non disponible"
"81-05530",5185424,,"Actif Ville de Montréal","Pont à  pout. béton précont., préfabr.","18-CL625","Aucun affichage","Ville de Montréal - MTQ","15 - Arrondissement Saint-Laurent","Inspections annuelle et générale par la Ville Montréal",2013,"Voie A","Voie "" D "",  raccordement A-15 nord / 117 Nord",100,4,"2018-09-11",372,,-73.6667178570332,45.5042934894148,291771.9487,5040499.315,"Non disponible"
"81-05531",6099522,,"Actif Ville de Montréal","Pont à  pout. béton précont., préfabr.","18-CL625","Aucun affichage","Ville de Montréal - MTQ","15 - Arrondissement Saint-Laurent","Inspections annuelle et générale par la Ville Montréal",2013,"Voie A","Connection au boulevard Décarie dir. Sud",100,4,"2018-09-11",372,,-73.6677971599463,45.5030369191631,291687.3156,5040359.848,"Non disponible"
"81-05532A",6082732,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal - MTQ","17 - Arrondissement Lachine","Inspections annuelle et générale par la Ville Montréal",2007,"Bretelle sortie 58 autoroute du Souvenir",,100,4,"2019-10-15",,650,-73.7214784300084,45.4481696966686,287475.5329,5034272.621,"Non disponible"
"81-05532B",6082734,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal - MTQ","17 - Arrondissement Lachine","Inspections annuelle et générale par la Ville Montréal",2007,"Autoroute du Souvenir",,100,4,"2019-10-15",,10098,-73.7076568179579,45.4479702669209,288556.6285,5034247.573,"Non disponible"
"81-05532C",6082737,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal - MTQ","17 - Arrondissement Lachine","Inspections annuelle et générale par la Ville Montréal",2007,"Bretelle sortie 60 autoroute du Souvenir",,98.27,4,"2019-10-15",,1036,-73.6945125519892,45.4472318497614,289584.6032,5034162.942,"Non disponible"
"81-05532D",6082741,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal - MTQ","17 - Arrondissement Lachine","Inspections annuelle et générale par la Ville Montréal",2007,"Bretelle d'entrée 32ème avenue autoroute du Souvenir",,100,4,"2019-10-16",,1217,-73.6913980186086,45.4472861587076,289828.2464,5034168.393,"Non disponible"
"81-05532E",6082767,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal - MTQ","17 - Arrondissement Lachine","Inspections annuelle et générale par la Ville Montréal",2007,"Autoroute du Souvenir",,100,4,"2019-10-16",,7920,-73.6750731203849,45.4470068186855,291105.1635,5034134.44,"Non disponible"
"81-05533",202588,,"Actif Ville de Montréal","Portique en béton armé","99-Inconnu","Aucun affichage","Ville de Montréal - MTQ","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1985,"Racc. Saint-Antoine Est / A-720 E","Sortie 7 Papineau/ Aut.720 Est",100,4,"2018-10-16",3000,,-73.551223032171,45.5157149692077,300798.0211,5041756.348,"Non disponible"
"81-05536",202155,,"Actif Ville de Montréal","Pont à  pout.-cais. en béton précont.","99-Inconnu","Aucun affichage","Ville de Montréal - MTQ","15 - Arrondissement Saint-Laurent","Inspections annuelle et générale par la Ville Montréal",1975,"Voie de Service A-40 Ouest","Bretelle A-40 Ouest vers A-13 Nord",99.7,4,"2020-12-10",1336,,-73.7315626905972,45.4905180807539,286700.2818,5038981.012,"Non disponible"
"81-05538",6086554,,"Actif Ville de Montréal","Pont à  poutres en acier","98-Autre","Aucun affichage","Ville de Montréal","17 - Arrondissement Lachine","Inspections annuelle et générale par la Ville Montréal",1986,"Accès chemin privé","Canal Lachine",99.22,4,"2021-07-21",417,,-73.6659086523775,45.4320053494696,291818.6009,5032465.818,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05538_inspection_generale_web.pdf"
"81-05542",6087461,,"Actif Ville de Montréal","Pont à  dalle pleine en béton armé","13-H20-S16","Aucun affichage","Ville de Montréal","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1965,"à l'extrémité Est du canal Sud","Remise souterraine",98.35,4,"2018-12-04",259,,-73.5262873931503,45.5107665172144,302746.0252,5041205.483,"https://depot.ville.montreal.qc.ca/pontsettunnels/2018/81-05542_inspection_generale_web.pdf"
"81-05543",6087641,,"Actif Ville de Montréal","Portique en béton armé","18-CL625","Aucun affichage","Ville de Montréal","12 - Arrondissement Verdun","Inspections annuelle et générale par la Ville Montréal",2021,"Boulevard de l'île-des-Soeurs, dir. Ouest","Passage pour piétons du Parc de West Vancouver",100,4,"2021-10-19",92,,-73.54300557,45.45738046,301436.61,5035273.34,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05543_inspection_generale_web.pdf"
"81-05544",6129453,,"Actif Ville de Montréal","Portique en béton armé","18-CL625","Aucun affichage","Ville de Montréal","12 - Arrondissement Verdun","Inspections annuelle et générale par la Ville Montréal",2021,"Boulevard de l'île-des-Soeurs, dir. Est","Passage pour piétons du Parc de West Vancouver",100,4,"2021-10-19",93,,-73.54270577,45.4573585,301459.86,5035270.79,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05544_inspection_generale_web.pdf"
"81-05545",6103068,,"Actif Ville de Montréal","Pont à  pout. béton précont., préfabr.","18-CL625","Charges légales","Ville de Montréal - MTQ","20 - Arrondissement Ville-Marie","Inspections annuelle et générale par la Ville Montréal",1972,"Place Jean-Paul-Riopel","Autoroute 720 Ouest",100,4,"2018-10-16",1173,,-73.561761960452,45.5033729315514,299973.5756,5040385.349,"Non disponible"
"81-05547",6102741,,"Actif Ville de Montréal","Pont de type Pony-Warren, en acier","98-Autre","Tonnage réduit","Ville de Montréal","12 - Arrondissement Verdun","Inspections annuelle et générale par la Ville Montréal",2019,"Piste cyclable Pointe-Nord","Anse de la Pointe-Nord",65.53,3,"2020-11-16",56,,-73.539513,45.474833,301711,5037213,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05547_inspection_generale_web.pdf"
"81-05549",5420501,,"Actif Ville de Montréal","Pont à  haubans","18-CL625","Aucun affichage","Ville de Montréal - MTQ","27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grà¢ce","Inspections annuelle et générale par la Ville Montréal",2018,"Rue Saint-Jacques","Autoroute 15",100,4,"2020-06-25",3489,,-73.6028528405006,45.4699412555766,296757.74919257,5036673.37150111,"Non disponible"
"81-05550",6118300,,"Actif Ville de Montréal","Portique en béton armé","18-CL625","Aucun affichage","Ville Montréal - Municipalité ","17 - Arrondissement Lachine","Inspections annuelle et générale par la Ville Montréal",2021,"Chemin de la Côte-de-Liesse, dir. Est","55e Avenue",100,4,"2021-12-03",243,,-73.72470701,45.46081674,287227.15,5035678.752,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05550_inspection_generale_web.pdf"
"81-05557",6127765,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal - MTQ","23 - Arrondissement Mercier-Hochelaga-Maisonneuve","Inspections annuelle et générale par la Ville Montréal",2021,"Rue Curatteau ",,100,4,"2021-11-03",,3666,-73.51083,45.586275,303949.136,5049600.265,"Non disponible"
"81-05558",6127789,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal - MTQ","21 - Arrondissement Le Sud-Ouest","Inspections annuelle et générale par la Ville Montréal",2021,"Allée des Tanneries",,100,4,"2021-11-05",,1082,-73.5928355,45.4730714,297541.507,5037021.159,"Non disponible"
"81-05559",6128980,,"Actif Ville de Montréal","Mur",,,"Ville de Montréal","17 - Arrondissement Lachine","Inspections annuelle et générale par la Ville Montréal",2021,"Boulevard Saint-Joseph",,100,4,"2021-07-14",,306,-73.6886305,45.4331692,290040.304,5032599.395,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05559_inspection_generale_web.pdf"
