caseid,mode,q1a,q1b,q2,age5,q3a,q3b,classc,q4,q4t,q4a,q5,qquot_m1,qquot_m2,qquot_m3,q6,q7,q7t_m1,q7t_m2,q8,q9,q10a,q10b,q10c,q10d,q10e,q10f,nbq10,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,q11i,nbq11,q12,q13,q14a,q14b,q14c,q14d,q14e,q14f,q14g,q14h,q14i,nbq14,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,q15i,nbq15,q16,q17,q18,q19,q20,q21,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q22h,q22i,q22j,q22k,q22k_o,nbq22,q23a,q23b,q23c,q25a,q25b,q25c,q25d,q25e,q25f,q26a,q26b,q26c,q26d,q26e,q26f,q26g,q27a,q27b,q27c,q27d,q27e,q27f,nbq27,q28a,q28b,q28c,q28d,q28e,q28f,nbq28,q29,q30,q31,q32,q3132_m1,q3132_m2,q3132_m3,q33,q34,q35,poids
61069,1,1,5,6,5,1,1,1,,1,,,1,,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,8,1,1,2,1,1,2,2,1,2,1,5,1,2,2,9,2,1,1,2,2,5,1,4,4,3,4,4,2,2,9,2,2,2,2,2,1,2,2,,1,2,9,9,4,9,4,4,5,5,1,3,1,3,3,3,3,2,2,2,2,2,2,0,,,,,,,0,2,4,,,,,,2,2,2,"0,330206423997879"
61526,1,1,14,5,4,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,1,2,2,2,1,1,2,3,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,9,1,97,0,5,4,4,5,3,3,4,5,3,3,3,3,3,3,3,3,1,1,1,1,1,2,5,2,2,2,2,2,,0,2,1,,,,,,2,2,1,"1,99603652954102"
61633,1,1,9,5,4,1,1,1,,1,,,1,,,1,,1,11,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,9,0,1,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,2,2,2,2,2,2,2,0,,,,,,,0,2,3,,,,,,2,2,3,"0,443608373403549"
61730,1,1,17,6,5,1,1,1,,1,,,1,,,1,,1,11,2,2,1,2,2,2,2,2,1,9,9,2,9,2,9,9,9,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,2,3,2,2,2,2,2,2,2,2,9,2,2,2,,0,4,4,9,2,3,2,5,3,2,1,2,3,3,1,3,3,1,1,2,2,1,1,4,2,2,,,2,2,0,2,4,,,,,,2,2,2,"0,253374755382538"
61733,1,1,19,6,5,1,1,1,,1,,,1,,,1,,1,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,4,3,3,3,3,2,4,3,1,1,2,3,2,3,2,2,1,2,2,2,1,2,,2,,,,2,0,2,4,,,,,,2,2,4,"0,245007812976837"
61775,1,1,13,7,5,1,1,1,,1,,,1,,,1,,1,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,5,5,5,4,5,5,3,1,2,2,2,3,2,2,1,2,1,1,1,4,,2,,2,2,2,0,2,2,,,,,,2,2,3,"0,651963949203491"
61889,1,1,5,6,5,1,1,1,,1,,,1,,,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,9,1,97,0,4,5,5,4,4,5,4,5,4,3,2,3,3,3,3,2,1,1,1,2,1,1,5,2,2,2,,2,2,0,1,2,,,,,,2,2,3,"1,9231950044632"
62075,1,1,18,6,5,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,5,5,5,5,5,4,3,3,2,3,3,3,3,1,1,2,2,2,2,2,2,2,,,,,0,1,4,,,,,,2,2,2,"0,337907910346985"
62163,1,1,19,7,5,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,,2,5,3,9,2,2,3,1,3,3,1,1,1,3,2,3,3,1,1,1,1,1,1,6,2,2,2,2,2,2,0,97,4,,,,,,2,2,3,"0,245007812976837"
62337,1,1,15,3,2,2,3,3,1,2,,2,2,6,,3,4,5,10,3,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,1,3,2,2,1,1,2,2,2,2,2,2,2,2,2,,2,3,4,4,4,5,5,4,5,4,3,3,2,2,3,3,2,1,1,2,1,1,2,4,2,2,,2,2,,0,2,4,1,2,1,2,,2,2,5,"0,600299835205078"
62358,1,1,12,5,4,1,1,1,,1,,,1,,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,4,2,4,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,,2,4,4,3,4,5,3,5,4,3,2,3,2,3,3,3,2,1,1,2,2,2,2,2,2,2,,,,,0,2,4,,,,,,2,2,99,"1,25046277046204"
62470,1,1,17,4,3,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,9,1,2,99,1,2,1,2,2,2,2,2,2,2,1,9,9,9,9,9,9,2,1,1,1,3,4,2,99,3,2,2,2,2,2,9,2,2,9,2,9,2,,0,3,4,9,4,4,9,5,4,4,1,2,1,3,3,3,2,1,1,9,2,2,2,2,2,2,,,,,0,1,4,,,,,,2,2,99,"1,57488977909088"
62527,1,1,14,7,5,1,1,1,,1,,,1,,,2,1,2,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,,0,4,5,3,5,5,5,5,5,5,2,3,2,3,3,3,2,2,1,2,1,1,1,4,,2,,2,2,1,1,2,2,,,,,,2,2,7,"0,746692359447479"
62542,1,1,14,3,2,1,1,1,,1,,,1,,,4,2,3,10,4,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,0,3,4,3,4,4,2,2,2,2,2,2,2,2,2,1,2,2,,1,4,4,3,1,3,5,4,3,5,1,2,1,2,2,3,2,1,2,1,1,1,2,4,2,,2,2,2,,0,1,4,,,,,,2,2,7,"1,11632061004639"
62614,1,1,7,6,5,1,1,1,,1,,,1,,,2,1,2,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,3,2,2,2,2,2,2,2,2,1,2,2,2,,1,5,4,5,5,3,3,4,5,4,3,2,2,2,2,3,2,2,2,1,2,2,1,2,,,2,,,1,1,2,4,,,,,,2,2,3,"0,182475954294205"
62792,1,1,1,4,3,1,3,2,,1,,,1,,,2,4,5,10,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,6,9,,,,,,,,,,,,,,,,,,,,,3,4,1,3,2,2,9,9,2,9,2,9,2,9,9,9,2,,0,4,4,9,4,5,9,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,,,,,,,0,2,2,,,,,,9,99,99,"1,49314105510712"
62833,1,1,1,7,5,1,1,1,,1,,,1,,,3,2,3,10,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,,2,5,5,5,5,3,5,5,5,4,1,2,1,2,2,3,1,2,2,2,2,2,2,0,,,,,,,0,1,4,,,,,,2,2,6,"0,154533430933952"
63023,1,1,3,6,5,1,1,1,,1,,,1,,,1,,1,11,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,8,2,,,,,,,,,,,,,,,,,,,,,4,4,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,,1,4,4,9,4,5,4,5,5,4,1,2,2,3,1,3,3,2,1,1,2,2,2,2,,2,2,,,,0,2,4,,,,,,2,2,4,"0,20799320936203"
63392,1,1,13,6,5,2,3,3,1,2,,2,2,6,,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,,1,4,4,3,3,3,4,3,2,3,2,2,1,2,1,3,3,1,2,2,2,2,2,1,2,,,,,,0,2,3,1,2,1,2,,2,2,3,"0,374262779951096"
63409,1,1,7,4,3,2,3,3,1,2,,4,2,6,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,1,2,7,4,3,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,2,4,5,4,5,5,3,2,2,1,2,1,3,2,1,1,1,1,1,2,5,2,2,2,2,2,,0,1,3,4,2,4,,,2,2,7,"1,06620347499847"
63482,1,1,10,5,4,2,3,3,1,2,,4,2,6,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,4,5,5,5,1,5,5,3,3,2,2,2,2,3,2,2,2,2,2,2,0,,,,,,,0,2,1,,2,4,,,9,98,2,"3,57378530502319"
63614,1,1,15,4,3,2,3,3,1,2,,2,2,6,,5,2,3,10,4,1,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,,2,2,5,5,2,5,2,5,5,2,2,3,1,1,1,2,1,2,2,2,2,2,2,0,,,,,,,0,1,4,1,2,1,2,,1,2,7,"0,898328959941864"
63686,1,1,9,4,3,1,1,1,,1,,,1,,,5,2,3,10,4,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,3,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,9,3,5,5,4,5,5,4,2,2,3,2,3,3,3,1,1,2,1,1,1,5,2,2,,2,2,2,0,2,2,,,,,,2,2,2,"1,485635638237"
63706,1,1,14,7,5,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,3,3,4,5,4,4,4,2,2,3,3,3,2,2,1,2,2,2,2,2,1,2,,,,,,0,1,2,,,,,,1,2,2,"1,10938560962677"
63811,1,1,1,3,2,1,1,1,,1,,,1,,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,1,4,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,4,2,5,4,3,3,3,4,2,3,2,3,3,3,2,2,2,2,2,2,2,0,,,,,,,0,1,4,,,,,,2,2,7,"1,35159158706665"
63830,1,1,9,7,5,1,1,1,,1,,,1,,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,4,3,4,5,5,5,2,3,3,3,3,3,2,2,2,2,2,2,1,1,,,,,,1,1,2,2,,,,,,1,2,99,"0,604089081287384"
63969,1,1,1,5,4,2,3,3,1,2,,4,2,6,,1,,1,11,1,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,9,5,5,4,3,5,4,2,1,1,3,2,3,3,2,1,1,2,2,2,2,,2,2,,,,0,2,4,1,1,1,2,3,2,2,4,"0,841726303100586"
64018,1,1,14,3,2,1,2,2,,1,,,1,,,3,2,3,10,2,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,0,2,1,1,1,1,1,2,1,2,3,3,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,1,4,5,9,4,3,3,2,3,4,2,3,1,2,3,3,3,1,1,2,2,2,2,2,2,2,,,,,0,2,4,,,,,,1,2,5,"1,17613244056702"
64128,1,1,11,7,5,2,3,3,1,2,,4,2,6,,1,,1,11,1,2,2,2,2,2,2,2,0,2,9,2,2,9,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,4,3,9,2,3,3,4,2,2,3,3,3,2,3,2,3,2,2,2,2,2,2,0,,,,,,,0,1,4,19,2,4,,,2,2,3,"0,207754164934158"
64155,1,1,6,4,3,2,3,3,1,2,,2,2,6,,3,3,4,10,4,1,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,1,3,1,3,1,1,2,2,1,2,2,3,3,2,2,2,2,2,2,0,,,,,,,0,2,4,1,2,1,2,,1,1,7,"0,279208928346634"
64266,1,1,9,6,5,2,3,3,1,2,,4,2,6,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,99,1,99,2,2,2,2,1,2,2,2,2,2,2,,1,5,5,4,5,5,5,5,5,3,3,3,3,3,3,3,3,1,1,2,2,1,2,3,2,2,,,2,,0,1,1,,2,4,,,2,2,2,"1,85350954532623"
64386,1,1,1,7,5,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,1,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,4,5,5,5,5,5,3,4,5,3,3,3,3,3,3,3,2,2,2,2,2,2,0,,,,,,,0,1,2,,,,,,2,2,2,"0,902045845985413"
64504,1,1,1,7,5,1,1,1,,1,,,1,,,1,,1,11,1,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,5,4,5,5,5,5,1,1,2,2,3,3,2,2,1,1,1,2,1,4,,2,2,2,,2,0,2,4,,,,,,2,2,3,"0,15487901866436"
64584,1,1,3,7,5,1,1,1,,1,,,1,,,1,,1,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,3,4,9,5,5,5,5,5,5,1,2,2,3,3,3,3,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,,,,,,2,2,2,"0,20799320936203"
64870,1,1,13,4,3,1,1,1,,1,,,1,,,3,2,3,10,4,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,2,4,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,,1,3,5,3,4,5,3,5,3,4,2,2,2,2,3,3,2,1,1,1,1,2,1,5,2,2,2,2,,2,0,2,4,,,,,,2,2,5,"0,409013628959656"
65238,1,1,18,7,5,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,1,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,5,4,4,5,5,4,5,5,3,2,1,2,1,3,3,1,1,2,1,1,2,4,2,2,,2,2,,0,1,4,,,,,,2,1,2,"0,337907910346985"
65309,1,1,14,6,5,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0,5,9,5,5,5,5,5,5,5,3,3,3,2,3,2,2,1,1,2,2,1,1,4,1,2,,,1,1,3,1,1,,,,,,2,2,2,"1,10938560962677"
65719,1,1,14,6,5,1,1,1,,1,,,1,,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,,1,5,4,5,5,5,5,5,5,5,2,3,1,2,1,3,1,1,1,1,1,1,2,5,2,2,2,2,2,,0,2,4,,,,,,2,2,5,"0,190478146076202"
65880,1,1,15,4,3,2,3,3,1,2,,4,2,6,,3,2,3,10,3,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,,3,3,4,2,4,5,4,5,5,5,3,3,1,3,3,3,3,1,2,2,2,2,2,1,2,,,,,,0,2,4,13,1,1,3,,2,2,7,"0,501569628715515"
65995,1,1,1,6,5,1,1,1,,1,,,1,,,2,1,2,11,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,1,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,4,5,5,5,5,5,3,2,2,3,3,3,2,1,1,1,1,2,2,4,2,2,2,2,,,0,2,2,,,,,,2,2,4,"0,607142448425293"
66070,1,1,1,3,2,2,3,3,1,2,,2,2,6,,4,2,3,10,2,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0,2,4,1,1,4,1,2,2,2,2,2,1,2,2,2,2,2,,1,4,4,4,3,5,5,5,5,4,2,3,1,3,3,3,2,2,1,1,1,2,2,3,,2,2,2,,,0,1,4,4,1,1,3,,2,1,7,"0,934052109718323"
66493,1,1,1,3,2,1,1,1,,1,,,1,,,4,2,3,10,3,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,2,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,4,4,4,5,5,5,5,4,1,1,1,3,3,3,2,2,1,1,1,2,2,3,,2,2,2,,,0,2,4,,,,,,2,2,7,"0,95632541179657"
66540,1,1,9,5,4,2,3,3,1,2,,2,2,6,,3,2,3,10,2,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,4,9,4,5,3,5,4,3,2,2,2,2,3,1,2,1,2,1,1,2,1,4,1,,2,2,,2,1,2,3,1,1,1,2,3,2,2,3,"0,311044692993164"
66850,1,1,17,3,2,1,1,1,,1,,,1,,,5,2,3,10,4,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,5,3,4,5,4,5,5,5,1,1,1,2,3,3,3,1,1,2,1,2,2,3,2,2,,2,,,0,2,4,,,,,,2,2,7,"1,56449735164642"
66981,1,1,9,6,5,1,1,1,,1,,,1,,,2,1,2,11,2,2,2,2,2,2,2,2,0,2,2,2,9,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,4,4,5,5,5,5,5,5,1,1,2,2,2,3,1,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,,,,,,2,2,3,"0,154100090265274"
67110,1,1,4,4,3,1,1,1,,1,,,1,,,4,2,3,10,3,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,4,5,5,5,4,5,2,3,1,3,3,3,2,2,1,1,2,2,2,2,,2,2,,,,0,1,4,,,,,,2,2,5,"1,41459226608276"
67130,1,1,14,7,5,1,2,2,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,2,1,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,99,2,2,2,2,2,2,2,2,2,2,2,,0,5,9,9,5,5,5,5,5,5,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,2,,,,,0,2,1,,,,,,9,2,2,"0,746692359447479"
67397,1,1,10,7,5,1,1,1,,1,,,1,,,3,2,3,10,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,,1,3,4,4,2,5,5,5,4,5,2,3,2,3,3,3,3,1,1,2,2,2,2,2,2,2,,,,,0,2,2,,,,,,2,2,2,"0,418146461248398"
67412,1,1,3,6,5,1,3,2,,1,,,1,,,2,5,6,11,2,2,2,2,2,2,2,2,0,2,1,1,2,2,2,2,2,2,2,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,5,9,4,3,4,5,4,5,1,2,1,2,2,3,2,1,1,2,2,1,2,3,2,2,,,2,,0,2,2,,,,,,2,2,3,"0,815353929996491"
67551,1,1,14,3,2,2,3,3,2,3,,2,2,6,,2,5,6,11,1,2,1,1,1,1,2,1,5,1,2,1,2,1,1,1,2,1,6,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,0,1,4,2,3,2,3,2,1,1,2,2,2,2,2,1,1,9,,4,1,3,2,2,2,1,2,2,1,2,2,2,3,3,3,3,1,1,1,1,1,2,5,2,2,2,1,2,,1,2,4,1,1,1,2,3,1,2,2,"0,454683870077133"
67759,1,1,14,5,4,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,1,2,2,2,2,2,2,2,2,2,0,1,1,2,2,2,1,2,1,2,5,2,4,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,,2,4,5,3,4,3,3,2,3,5,1,1,1,2,2,3,2,2,1,1,2,1,2,3,,2,2,,2,,0,1,4,,,,,,2,1,2,"0,701952636241913"
67898,1,1,13,4,3,1,1,1,,1,,,1,,,1,,1,11,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,1,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,5,5,5,5,5,5,2,1,1,2,1,3,2,2,1,2,1,2,1,3,,2,,2,,2,0,1,3,,,,,,1,2,3,"1,11322796344757"
67900,1,1,1,7,5,1,1,1,,1,,,1,,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,4,5,5,5,5,4,5,3,3,1,3,3,3,3,1,1,1,1,1,1,6,2,2,2,2,2,2,0,1,3,,,,,,2,2,6,"0,247800379991531"
68053,1,1,13,6,5,1,1,1,,1,,,1,,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,3,4,5,5,5,4,5,3,2,3,3,3,3,1,2,1,1,2,1,1,2,4,2,2,,2,2,,0,2,2,,,,,,2,2,99,"0,651963949203491"
68124,1,1,2,6,5,1,1,1,,1,,,1,,,1,,1,11,3,2,2,2,2,2,2,2,0,2,2,2,9,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,3,3,3,3,5,4,4,3,2,1,3,2,3,2,1,1,1,1,1,2,5,2,2,2,2,2,,0,2,3,,,,,,2,2,3,"0,101835235953331"
68496,1,1,13,7,5,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,1,1,2,1,9,2,2,2,9,2,2,1,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,1,2,2,2,2,2,2,2,9,2,9,2,,0,5,5,5,5,4,5,5,5,5,3,3,3,3,3,1,2,2,1,1,2,2,1,3,,2,2,,,2,0,2,1,,,,,,2,2,1,"0,651963949203491"
68630,1,1,19,6,5,2,3,3,1,2,,2,2,6,,2,1,2,11,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,9,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,3,4,5,3,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,0,,,,,,,0,2,3,22,1,1,3,,1,2,2,"0,555738925933838"
68786,1,1,4,5,4,1,1,1,,1,,,1,,,2,1,2,11,1,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,9,5,3,3,3,5,4,3,3,3,2,2,3,2,2,2,2,2,2,2,0,,,,,,,0,1,4,,,,,,2,2,4,"1,2488671541214"
69228,1,1,10,6,5,2,3,3,1,2,,2,2,6,,3,3,4,10,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,3,1,2,99,2,2,2,2,2,2,2,2,1,1,2,,2,3,4,9,5,5,5,5,5,5,1,1,2,1,1,2,2,1,1,1,1,1,1,6,1,2,2,2,2,2,1,2,4,1,1,1,2,3,1,2,3,"0,23068031668663"
69260,1,1,10,7,5,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,3,2,5,5,5,5,5,5,3,3,3,3,1,3,3,2,1,2,2,2,2,1,,2,,,,,0,2,1,,,,,,2,2,2,"0,622642457485199"
69292,1,1,14,4,3,1,1,1,,1,,,1,,,3,2,3,10,3,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,4,5,9,1,4,1,5,3,5,2,2,2,2,3,3,3,2,1,1,1,1,2,4,,2,2,2,2,,0,1,4,,,,,,2,2,7,"0,795105874538422"
69343,1,1,18,6,5,1,1,1,,1,,,1,,,2,5,6,11,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,8,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,2,2,2,2,4,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,1,3,4,4,2,3,4,4,2,4,3,3,2,3,3,3,3,1,1,1,1,2,1,5,1,2,2,2,,2,1,1,4,,,,,,2,2,2,"0,337907910346985"
69962,1,1,8,5,4,1,1,1,,1,,,1,,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,4,1,2,2,2,2,2,2,2,2,2,0,1,1,1,2,1,1,2,1,2,3,3,4,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,,0,4,3,3,4,5,5,5,4,5,2,3,3,2,3,3,1,1,1,2,2,1,2,3,2,2,,,2,,0,2,4,,,,,,2,2,7,"0,95339697599411"
