quest,ville,codep,rta,arron,debut,mess1,q1,q2_m1,q2_m2,q2_m3,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14_m1,q14_m2,q14_m3,q15,q16,q17,q18,q19,q20,q20a,q21,q22,q23,q24,q25,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,pond
03986,WESTMOUNT,H3Y3H9,H3Y,8,1,1,1,1, , ,1,1,2,2,2,2,1,1,2,1,1, , , ,3,4,4,1,4,1, ,1,4,2,1,2,2,3,3,3,1,2,1,2,1,1,1,.76672607558491
03987,POINTE-AUX-TREMBLES,H1B4A6,H1B,17,1,1,2, , , , , , , , , , , , , , ,4,1, ,1,3,4,4,4,2,0,1,1,1,1,1,1,1,2,3,3,2,1,1,1,2, ,2.30148156975812
03998,MONTREAL,H1N,H1N,13,1,1,2, , , , , , , , , , , , , , ,1, , ,3,4,3,2,4,1, ,2,2,2,1,1,1,3,3,2,2,2,2,2,1,2, ,.76672607558491
04002,MONTREAL,H1N,H1N,13,1,1,2, , , , , , , , , , , , , , ,2,19,97,2,3,4,4,2,2,2,2,1,1,1,1,1,2,2,3,3,1,2,1,1,2, ,.91357010076408
04009,PIERREFONDS,H9A3E5,H9A,19,1,1,1,2, , ,4,4,1,2,2,1,2,1,1,1,1, , , ,3,5,3,3,3,2,0,1,6,1,2,3,3,3,4,2,2,1,1,1,2,1,3,.81856585972332
04014,OUTREMONT,H2V3A1,H2V,1,1,1,2, , , , , , , , , , , , , , ,5, , ,4,4,3,2,4,1, ,2,9,2,1,2,2,4,3,2,2,2,2,2,1,2, ,.71318334403313
04015,ANJOU,H1K3W6,H1K,10,1,1,2, , , , , , , , , , , , , , ,3, , ,3,1,2,4,4,2,2,1,4,1,1,1,1,3,1,1,3,2,1,1,1,2, ,.81856585972332
04033,MONTREAL,H2T2X3,H2T,2,1,1,1,1, , ,3,3,1,2,2,2,3,2,1,1,1, , , ,2,1,4,3,4,1, ,1,9,1,2,2,2,2,1,3,2,2,1,1,2,1,2,.91357010076408
04049,MONTREAL,H2T2H8,H2T,2,1,1,2, , , , , , , , , , , , , , ,4,9, ,3,1,2,1,4,1, ,2,3,1,1,2,2,3,1,1,1,2,2,1,1,2, ,.81856585972332
04068,MONTREAL,H1X2M5,H1X,4,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,2,1,4,2,3,2,4,1,1,2,2,2,1,1,1,2,2,1,1,2, ,.91357010076408
04069,POINTE-AUX-TREMBLES,H1A1V7,H1A,3,1,1,1,2, , ,3,3,2,2,2,1,2,2,2,1,1, , , ,3,1,3,1,4,2,2,1,5,1,1,1,1,3,1,2,1,2,1,1,1,1,2,.81856585972332
04078,MONTREAL,H2Y,H2Y,16,1,1,1,2, , ,2,1,2,2,2,1,1,2,2,2,2, , , ,1,1,3,1,4,2,2,2,4,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2.16279574167529
04089,MONTREAL,H3L3G2,H3L,9,1,1,2, , , , , , , , , , , , , , ,1,3, ,2,1,4,4,3,2,2,1,9,1,1,2,2,2,1,3,3,1,1,1,1,2, ,.91357010076408
04091,MONTREAL,H1L4W7,H1L,13,1,1,1,1, , ,2,1,2,2,2,2,2,1,2,1,1, , , ,1,1,2,1,4,2,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2.30148156975812
04094,MONTREAL,H3X1J1,H3X,31,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,2,4,4,2,2,2,3,1,2,3,3,2,1,1,3,2,2,1,2,2, ,.91357010076408
04113,MONTREAL,H1L3X5,H1L,13,1,1,1,2, , ,2,2,2,2,2,2,3,1,2,1,2, , , ,1,1,2,1,4,2,2,1,6,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2.30148156975812
04115,MONTREAL,H2C2N1,H2C,9,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,4,2,4,1, ,2,3,1,1,2,2,4,3,3,2,2,2,1,1,2, ,.56147799073084
04118,LASALLE,H8R3L7,H8R,28,1,1,1,5, , ,3,4,2,2,2,2,4,2,2,1,1, , , ,3,1,4,1,3,4,1,2,3,2,1,3,3,3,1,3,1,1,2,2,1,1,2,.76672607558491
04127,MONTREAL-NORD,H1G4B6,H1G,14,1,1,2, , , , , , , , , , , , , , ,13,5,12,4,4,1,2,4,1, ,2,2,2,1,1,1,4,3,1,2,2,2,2,1,2, ,.71318334403313
04128,MONTREAL,H2A2E8,H2A,6,1,1,1,2, , ,4,1,2,2,2,2,3,2,2,1,2, , , ,3,1,2,1,3,4,0,1,4,2,1,2,2,3,1,1,1,1,1,2,1,1,3,.76672607558491
04134,MONTREAL,H1Y1Y9,H1Y,4,1,1,2, , , , , , , , , , , , , , ,97, , ,4,5,1,4,4,11,0,2,1,2,1,2,2,4,4,1,3,2,2,2,1,2, ,.71318334403313
04141,MONTREAL,H4V1P8,H4V,18,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,4,4,3,2,1,1,5,1,2,3,3,2,1,3,3,1,1,1,2,2, ,.91357010076408
04142,MONTREAL,H2G3B1,H2G,4,1,1,1,2,1, ,4,1,2,2,2,1,2,2,2,1,1, , , ,2,1,4,2,4,1, ,2,3,2,1,2,2,2,1,3,2,2,2,2,1,1,3,.98007152863766
04151,MONTREAL,H1G2H5,H1G,14,1,1,2, , , , , , , , , , , , , , ,1, , ,3,4,2,2,4,2,0,1,6,1,1,1,1,3,3,1,2,2,1,1,1,2, ,.81856585972332
04152,MONTREAL,H1W3B1,H1W,13,1,1,2, , , , , , , , , , , , , , ,1,3, ,3,1,4,1,4,1, ,1,9,1,1,1,1,3,1,3,1,2,1,1,1,2, ,.81856585972332
04153,MONTREAL,H1T3S8,H1T,4,1,1,1,2, , ,4,1,1,2,2,1,2,1,1,1,2, , , ,4,4,3,4,4,2,0,1,9,2,2,2,2,4,3,2,3,2,1,2,2,1,3,.71318334403313
04156,MONTREAL,H3M2B8,H3M,9,1,1,1,2, , ,4,2,2,2,2,2,3,1,1,1,1, , , ,4,4,1,4,4,2,0,1,9,1,2,2,2,4,3,1,3,2,1,1,2,1,3,.56147799073084
04167,PIERREFONDS,H9J2T9,H9J,21,1,1,1,1, , ,1,1,2,2,2,2,1,2,2,2,1, , , ,1,1,4,1,4,2,0,2,3,2,1,3,3,1,1,3,1,2,2,2,1,1,1,2.16279574167529
04175,MONTREAL,H2T2P8,H2T,2,1,1,1,1, , ,1,1,1,2,2,2,1,2,2,1,2, , , ,3,1,4,2,4,2,2,1,6,2,1,2,2,3,1,3,2,2,1,2,1,1,1,.76672607558491
04180,MONTREAL,H1A3J3,H1A,3,1,1,1,2, , ,4,3,2,2,2,2,2,1,2,1,2, , , ,3,6,3,1,4,3,0,1,9,2,1,1,1,3,4,2,1,2,1,2,1,1,3,.76672607558491
04185,MONTREAL,H4C1A1,H4C,5,1,1,2, , , , , , , , , , , , , , ,3, , ,1,1,4,1,4,1, ,1,4,2,1,2,2,1,1,3,1,2,1,2,1,2, ,2.16279574167529
04187,PIERREFONDS,H9J3R5,H9J,21,1,1,1,2,97, ,3,2,2,2,2,1,2,1,1,1,1, , , ,3,6,3,1,4,4,1,2,6,1,2,3,3,3,4,2,1,2,2,1,2,1,2,.81856585972332
04188,MONTREAL,H2X0A5,H2X,2,1,1,2, , , , , , , , , , , , , , ,8, , ,4,4,4,4,2,2,0,1,9,1,1,2,2,4,3,3,3,1,1,1,1,2, ,.56147799073084
04194,MONTREAL,H4V2C4,H4V,18,1,1,1,1,2, ,4,2,1,2,2,2,2,1,1,1,2, , , ,3,4,3,4,4,2,0,1,4,2,2,3,3,3,3,2,3,2,1,2,2,1,3,.76672607558491
04205,MONTREAL,H1V3V5,H1V,13,1,1,1,1, , ,2,3,2,2,2,2,1,2,2,2,1, , , ,2,1,4,2,4,2,0,1,6,1,1,1,1,2,1,3,2,2,1,1,1,1,1,.91357010076408
04206,DOLLARD-DES-ORMEAUX,H9B1Y2,H9B,19,1,1,1,2, , ,4,9,2,2,2,2,1,2,2,9,1, , , ,3,6,2,4,4,99,99,1,9,2,2,3,3,3,4,1,3,2,1,2,2,1,3,.76672607558491
04234,MONTREAL,H2R1Y1,H2R,6,1,1,1,1, , ,4,1,2,2,2,1,1,1,2,9,2, , , ,3,1,4,1,4,1, ,2,2,2,1,2,2,3,1,3,1,2,2,2,1,1,3,.76672607558491
04246,MONTREAL,H1L6J8,H1L,13,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,2,1,4,1, ,2,1,2,1,1,1,4,3,1,1,2,2,2,1,2, ,.71318334403313
04252,POINTE-AUX-TREMBLES,H1B1T4,H1B,17,1,1,2, , , , , , , , , , , , , , ,1, , ,3,1,4,1,4,3,0,1,9,1,1,1,1,3,1,3,1,2,1,1,1,2, ,.81856585972332
04254,MONTREAL,H4E3L4,H4E,5,1,1,1,2, , ,2,4,2,2,2,2,1,2,2,2,2, , , ,4,4,1,2,4,2,0,2,1,2,1,2,2,4,3,1,2,2,2,2,1,1,1,.71318334403313
04260,MONTREAL,H2S3A6,H2S,4,1,1,1,5, , ,2,2,2,2,2,2,3,1,1,1,1, , , ,2,1,2,2,4,1, ,2,4,1,1,2,2,2,1,1,2,2,2,1,1,1,1,.91357010076408
04273,PIERREFONDS,H9H4C3,H9H,26,1,1,1,2, , ,4,2,2,2,2,2,2,1,2,2,1, , , ,4,4,3,2,4,2,0,1,9,2,1,3,3,4,3,2,2,2,1,2,1,1,3,.71318334403313
04279,MONTREAL,H4C2R1,H4C,5,1,1,1,3,2, ,4,1,2,2,2,2,1,2,2,2,1, , , ,4,4,2,1,4,1, ,1,3,2,1,2,2,4,3,1,1,2,1,2,1,1,3,.71318334403313
04312,SAINT-LAURENT,H4R1L2,H4R,27,1,1,1,2, , ,2,1,2,2,2,2,1,1,1,1,1, , , ,2,1,4,1,4,2,1,2,9,1,1,3,3,2,1,3,1,2,2,1,1,1,1,.91357010076408
04321,MONTREAL,H4L,H4L,27,1,1,2, , , , , , , , , , , , , , ,1, , ,4,4,4,1,4,2,0,1,6,1,1,3,3,4,3,3,1,2,1,1,1,2, ,.56147799073084
04326,MONTREAL,H2T2V1,H2T,2,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,4,3,4,2,2,1,3,1,2,2,2,2,1,3,2,2,1,1,2,2, ,.91357010076408
04332,MONTREAL,H2T1G2,H2T,2,1,1,2, , , , , , , , , , , , , , ,99, , ,4,4,2,1,4,1, ,2,1,1,1,2,2,4,3,1,1,2,2,1,1,2, ,.56147799073084
04333,MONTREAL,H1V3G9,H1V,13,1,1,2, , , , , , , , , , , , , , ,15, , ,2,3,4,4,2,2,3,2,1,1,1,1,1,2,2,3,3,1,2,1,1,2, ,.91357010076408
04344,DORVAL,H9S3W5,H9S,20,1,1,2, , , , , , , , , , , , , , ,5, , ,2,5,2,2,4,1, ,2,1,2,1,3,3,2,4,1,2,2,2,2,1,2, ,.98007152863766
04348,MONTREAL,H1L4M4,H1L,13,1,1,1,2, , ,2,2,2,2,1,2,2,2,1,1,2, , , ,3,1,2,1,4,2,0,2,9,2,1,1,1,3,1,1,1,2,2,2,1,1,1,.76672607558491
04349,MONTREAL,H1B4J1,H1B,17,1,1,2, , , , , , , , , , , , , , ,2, , ,3,1,2,2,4,2,0,1,2,2,1,1,1,3,1,1,2,2,1,2,1,2, ,.76672607558491
04353,MONTREAL,H2E,H2E,6,1,1,1,1,2, ,2,1,2,2,2,2,1,2,2,1,1, , , ,1,3,4,4,4,3,0,2,4,1,1,2,2,1,2,3,3,2,2,1,1,1,1,2.30148156975812
04357,LASALLE,H8N1M6,H8N,12,1,1,2, , , , , , , , , , , , , , ,4, , ,1,3,3,1,4,3,1,2,9,1,1,3,3,1,2,2,1,2,2,1,1,2, ,2.30148156975812
04361,SAINT-LEONARD,H1S2R4,H1S,15,1,1,2, , , , , , , , , , , , , , ,4, , ,3,1,4,1,4,1, ,2,2,2,1,1,1,3,1,3,1,2,2,2,1,2, ,.76672607558491
04364,MONTREAL,H4E2K5,H4E,5,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,4,4,3,2,1,2,9,1,1,2,2,2,1,3,3,1,2,1,1,2, ,.91357010076408
04366,POINTE-CLAIRE,H9R2A3,H9R,22,1,1,1,2, , ,4,4,1,2,2,2,2,1,1,1,1, , , ,4,4,2,3,4,2,0,1,2,2,2,3,3,4,3,1,2,2,1,2,2,1,3,.71318334403313
04376,MONTREAL,H3N2L9,H3N,6,1,1,2, , , , , , , , , , , , , , ,4,16, ,2,3,4,4,4,2,1,2,2,1,1,2,2,2,2,3,3,2,2,1,1,2, ,.91357010076408
04377,MONTREAL,H2J3M7,H2J,2,1,1,2, , , , , , , , , , , , , , ,1,12,20,1,1,4,2,3,1, ,1,9,1,1,2,2,1,1,3,2,1,1,1,1,2, ,2.30148156975812
04385,DOLLARD-DES-ORMEAUX,H9G3B6,H9G,19,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,2,4,4,2,0,1,9,1,2,3,3,4,3,1,3,2,1,1,2,2, ,.56147799073084
04386,COTE SAINT-LUC,H4A,H4A,11,1,1,2, , , , , , , , , , , , , , ,1, , ,1,3,4,4,4,3,1,2,5,1,1,2,2,1,2,3,3,2,2,1,1,2, ,2.30148156975812
04389,MONTREAL,H1E6Y3,H1E,3,1,1,2, , , , , , , , , , , , , , ,19, , ,2,1,3,1,4,2,99,1,9,1,2,1,1,2,1,2,1,2,1,1,2,2, ,.91357010076408
04392,BEACONSFIELD,H9W2K7,H9W,30,1,1,2, , , , , , , , , , , , , , ,3, , ,4,4,3,4,4,2,0,1,3,2,2,3,3,4,3,2,3,2,1,2,2,2, ,.71318334403313
04398,MONTREAL-NORD,H1G1N4,H1G,14,1,1,1,2, , ,4,1,2,2,2,2,1,2,2,2,2, , , ,4,4,2,4,4,2,0,1,9,2,1,1,1,4,3,1,3,2,1,2,1,1,3,.71318334403313
04415,MONTREAL,H4E2C3,H4E,5,1,1,2, , , , , , , , , , , , , , ,14, , ,3,4,3,1,4,1, ,2,3,2,1,2,2,3,3,2,1,2,2,2,1,2, ,.76672607558491
04426,SAINT-LEONARD,H1R2V2,H1R,15,1,1,2, , , , , , , , , , , , , , ,18, , ,3,1,2,1,4,2,0,2,4,1,1,1,1,3,1,1,1,2,2,1,1,2, ,.81856585972332
04427,MONTREAL,H2K2T8,H2K,16,1,1,2, , , , , , , , , , , , , , ,99, , ,4,4,2,4,4,1, ,1,3,1,1,2,2,4,3,1,3,2,1,1,1,2, ,.56147799073084
04430,MONTREAL,H1T2C9,H1T,4,1,1,2, , , , , , , , , , , , , , ,3, , ,2,3,3,4,2,3,1,2,1,1,1,2,2,2,2,2,3,1,2,1,1,2, ,.91357010076408
04433,MONTREAL,H2J3P7,H2J,2,1,1,1,2,1, ,3,1,2,2,2,2,1,1,2,1,2, , , ,2,1,4,2,3,2,1,1,6,1,1,2,2,2,1,3,2,1,1,1,1,1,2,.91357010076408
04449,LASALLE,H8R2X2,H8R,28,1,1,1,1, , ,2,4,2,1,2,2,1,2,1,1,1, , , ,2,1,3,2,4,2,0,2,3,2,2,3,3,2,1,2,2,2,2,2,2,1,1,.98007152863766
04467,MONTREAL,H1T3P3,H1T,4,1,1,1,1, , ,4,1,2,2,2,2,1,2,2,1,1, , , ,4,4,3,2,4,2,0,2,9,2,1,2,2,4,3,2,2,2,2,2,1,1,3,.71318334403313
04474,MONTREAL-NORD,H1H3S8,H1H,14,1,1,2, , , , , , , , , , , , , , ,1,4, ,3,1,2,1,4,2,0,2,1,1,1,1,1,3,1,1,1,2,2,1,1,2, ,.81856585972332
04478,MONTREAL,H4E2Y9,H4E,5,1,1,1,1, , ,3,2,2,2,2,2,1,2,2,1,1, , , ,3,4,2,1,4,2,1,2,9,2,1,2,2,3,3,1,1,2,2,2,1,1,2,.76672607558491
04492,MONTREAL-NORD,H1G3Z4,H1G,14,1,1,2, , , , , , , , , , , , , , ,3, , ,2,1,2,4,2,3,0,2,1,1,1,1,1,2,1,1,3,1,2,1,1,2, ,.91357010076408
04495,SAINT-LAURENT,H4M1G6,H4M,27,1,1,1,2, , ,4,3,2,2,2,2,2,2,2,2,2, , , ,4,2,4,1,4,2,1,1,5,1,1,3,3,4,1,3,1,2,1,1,1,1,3,.56147799073084
04516,POINTE-CLAIRE,H9R4B4,H9R,22,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,2,4,4,2,0,2,2,2,2,3,3,2,1,1,3,2,2,2,2,2, ,.98007152863766
04519,MONTREAL,H4C3A9,H4C,5,1,1,2, , , , , , , , , , , , , , ,11,1, ,3,6,3,1,4,1, ,2,1,2,2,2,2,3,4,2,1,2,2,2,2,2, ,.76672607558491
04520,VERDUN,H4G2M3,H4G,7,1,1,2, , , , , , , , , , , , , , ,1,3, ,3,1,4,2,4,2,0,1,9,2,1,2,2,3,1,3,2,2,1,2,1,2, ,.76672607558491
04528,MONTREAL,H2P2B6,H2P,6,1,1,1,2, , ,4,1,1,2,2,2,1,2,2,9,2, , , ,3,4,2,1,4,2,0,1,9,1,1,2,2,3,3,1,1,2,1,1,1,1,3,.81856585972332
04533,OUTREMONT,H2V1A8,H2V,1,1,1,2, , , , , , , , , , , , , , ,1, , ,4,2,4,1,4,2,0,1,9,1,1,2,2,4,1,3,1,2,1,1,1,2, ,.56147799073084
04540,MONTREAL,H4E2V3,H4E,5,1,1,2, , , , , , , , , , , , , , ,3, , ,3,4,4,1,4,2,0,1,6,1,1,2,2,3,3,3,1,2,1,1,1,2, ,.81856585972332
04545,MONTREAL,H2C,H2C,9,1,1,1,2, , ,4,9,2,2,2,1,4,1,1,9,2, , , ,4,4,1,4,4,2,0,1,1,2,1,2,2,4,3,1,3,2,1,2,1,1,3,.71318334403313
04555,MONTREAL,H1N,H1N,13,1,1,2, , , , , , , , , , , , , , ,1, , ,3,1,2,1,4,2,0,1,6,1,1,1,1,3,1,1,1,2,1,1,1,2, ,.81856585972332
04570,MONTREAL,H2B2J5,H2B,9,1,1,1,5, , ,4,3,2,2,2,1,2,2,1,1,1, , , ,2,1,4,1,4,1, ,2,9,1,1,2,2,2,1,3,1,2,2,1,1,1,3,.91357010076408
04572,DOLLARD-DES-ORMEAUX,H9G2W2,H9G,19,1,1,2, , , , , , , , , , , , , , ,1, , ,3,1,3,1,4,2,0,1,6,2,2,3,3,3,1,2,1,2,1,2,2,2, ,.76672607558491
04575,POINTE-CLAIRE,H9S4R9,H9S,20,1,1,2, , , , , , , , , , , , , , ,2, , ,2,1,2,1,4,2,2,1,6,1,1,3,3,2,1,1,1,2,1,1,1,2, ,.91357010076408
04580,LASALLE,H8R2X9,H8R,28,1,1,2, , , , , , , , , , , , , , ,13, , ,4,4,2,1,4,2,0,2,9,1,2,3,3,4,3,1,1,2,2,1,2,2, ,.56147799073084
04582,SAINT-LAURENT,H4R3H1,H4R,27,1,1,1,2, , ,2,1,2,2,2,2,1,2,2,1,1, , , ,2,1,4,1,4,2,3,1,6,1,1,3,3,2,1,3,1,2,1,1,1,1,1,.91357010076408
04583,MONTREAL,H1A5P2,H1A,3,1,1,1,1, , ,2,1,2,2,2,2,1,2,2,1,2, , , ,2,1,4,1,4,2,0,1,9,2,1,1,1,2,1,3,1,2,1,2,1,1,1,.98007152863766
04593,MONTREAL,H1N1S9,H1N,13,1,1,2, , , , , , , , , , , , , , ,4,2, ,3,4,1,1,4,1, ,2,2,2,1,1,1,3,3,1,1,2,2,2,1,2, ,.76672607558491
04609,ROXBORO,H8Y1H3,H8Y,25,1,1,1,2, , ,4,3,1,2,2,2,2,2,2,1,2, , , ,4,4,3,4,4,2,0,1,9,1,2,3,3,4,3,2,3,2,1,1,2,1,3,.56147799073084
04611,MONTREAL,H3L2G6,H3L,9,1,1,2, , , , , , , , , , , , , , ,5,3, ,4,4,3,1,4,1, ,2,2,1,1,2,2,4,3,2,1,2,2,1,1,2, ,.56147799073084
04618,POINTE-AUX-TREMBLES,H1B3B9,H1B,17,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,3,1,4,2,0,1,9,1,1,1,1,2,1,2,1,2,1,1,1,2, ,.91357010076408
04627,MONTREAL,H2J3C9,H2J,2,1,1,2, , , , , , , , , , , , , , ,99, , ,2,1,3,1,4,1, ,2,4,2,1,2,2,2,1,2,1,2,2,2,1,2, ,.98007152863766
04632,LASALLE,H8R2M3,H8R,28,1,1,2, , , , , , , , , , , , , , ,3, , ,3,1,4,4,4,7,4,1,6,1,2,3,3,3,1,3,3,2,1,1,2,2, ,.81856585972332
04642,DOLLARD-DES-ORMEAUX,H9A3H5,H9A,19,1,1,1,2, , ,2,2,2,2,2,2,1,2,1,1,2, , , ,2,2,4,1,4,2,2,1,9,2,2,3,3,2,1,3,1,2,1,2,2,1,1,.98007152863766
04646,MONTREAL,H1Z2Y7,H1Z,6,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,2,4,4,1, ,1,9,2,1,2,2,4,3,1,3,2,1,2,1,2, ,.71318334403313
04656,PIERREFONDS,H8Z2H1,H8Z,25,1,1,1,2, , ,4,2,2,2,1,1,1,2,2,1,2, , , ,4,4,2,2,4,3,0,1,2,2,1,3,3,4,3,1,2,2,1,2,1,1,3,.71318334403313
04665,MONTREAL,H3S1R7,H3S,11,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,2,4,4,1, ,2,3,1,1,2,2,2,1,1,3,2,2,1,1,2, ,.91357010076408
04669,MONTREAL,H4B1S3,H4B,11,1,1,2, , , , , , , , , , , , , , ,1, , ,3,1,4,4,4,1, ,2,5,1,2,2,2,3,1,3,3,2,2,1,2,2, ,.81856585972332
04678,MONTREAL,H2G2K3,H2G,4,1,1,1,1, , ,1,1,2,2,2,2,1,2,2,1,1, , , ,4,4,3,1,1,2,0,1,2,2,1,2,2,4,3,2,1,1,1,2,1,1,1,.71318334403313
04687,MONTREAL,H4N,H4N,27,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,9,4,4,1, ,2,9,2,1,3,3,4,3, ,3,2,2,2,1,2, ,.71318334403313
04702,SAINT-LAURENT,H4K1L6,H4K,9,1,1,2, , , , , , , , , , , , , , ,1, , ,1,1,4,1,4,2,2,1,6,2,1,2,2,1,1,3,1,2,1,2,1,2, ,2.16279574167529
04712,MONTREAL,H2E,H2E,6,1,1,2, , , , , , , , , , , , , , ,5, , ,2,1,4,4,2,2,0,2,3,1,1,2,2,2,1,3,3,1,2,1,1,2, ,.91357010076408
04735,LACHINE,H8S3W4,H8S,28,1,1,1,2, , ,4,1,2,2,2,2,1,2,2,2,1, , , ,2,1,4,4,4,3,2,1,4,2,1,3,3,2,1,3,3,2,1,2,1,1,3,.98007152863766
04739,MONTREAL,H1W2Z4,H1W,13,1,1,1,1, , ,1,1,2,2,2,2,1,2,2,1,2, , , ,2,1,3,3,4,2,0,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,.91357010076408
04743,MONTREAL,H3L1W8,H3L,9,1,1,2, , , , , , , , , , , , , , ,1, , ,1,5,4,4,3,2,2,2,1,1,2,2,2,1,4,3,3,1,2,1,2,2, ,2.30148156975812
04746,MONTREAL,H2S0A7,H2S,4,1,1,2, , , , , , , , , , , , , , ,8,1, ,2,1,2,2,4,1, ,1,3,2,1,2,2,2,1,1,2,2,1,2,1,2, ,.98007152863766
04747,SAINT-LAURENT,H4R0A9,H4R,27,1,1,2, , , , , , , , , , , , , , ,6, , ,3,1,4,1,4,1, ,1,5,2,2,3,3,3,1,3,1,2,1,2,2,2, ,.76672607558491
04771,SAINT-MICHEL,H2E,H2E,6,1,1,1,2,97, ,4,1,1,2,2,2,3,1,2,1,2, , , ,3,1,4,1,4,3,0,2,9,2,1,2,2,3,1,3,1,2,2,2,1,1,3,.76672607558491
04772,MONTREAL-NORD,H1G5A6,H1G,14,1,1,2, , , , , , , , , , , , , , ,1, , ,3,4,4,1,4,2,0,1,9,1,1,1,1,3,3,3,1,2,1,1,1,2, ,.81856585972332
04778,MONTREAL,H2K2X4,H2K,16,1,1,1,5, , ,2,2,2,2,2,2,1,2,2,1,1, , , ,4,4,1,1,4,5,0,2,1,1,1,2,2,4,3,1,1,2,2,1,1,1,1,.56147799073084
04788,MONTREAL,H1B1Y1,H1B,17,1,1,1,2, , ,2,1,1,2,1,1,1,2,2,1,1, , , ,4,4,2,2,4,2,0,1,3,1,1,1,1,4,3,1,2,2,1,1,1,1,1,.56147799073084
04794,MONTREAL,H3L2Z2,H3L,9,1,1,2, , , , , , , , , , , , , , ,13,11, ,4,6,2,1,4,2,0,2,9,2,1,2,2,4,4,1,1,2,2,2,1,2, ,.71318334403313
04825,MONTREAL,H1E5J9,H1E,3,1,1,1,2, , ,3,4,1,2,2,2,3,1,1,1,2, , , ,2,1,3,4,4,3,0,1,3,1,1,1,1,2,1,2,3,2,1,1,1,1,2,.91357010076408
04831,MONTREAL,H3W1B9,H3W,11,1,1,1,2, , ,2,1,2,2,2,2,2,1,1,1,1, , , ,2,2,2,4,2,2,3,2,2,1,1,2,2,2,1,1,3,1,2,1,1,1,1,.91357010076408
04854,SAINT-MICHEL,H2E,H2E,6,1,1,2, , , , , , , , , , , , , , ,4, , ,2,3,4,4,2,2,2,2,1,1,2,2,2,2,2,3,3,1,2,1,2,2, ,.91357010076408
04862,MONTREAL,H1V1R7,H1V,13,1,1,2, , , , , , , , , , , , , , ,3, , ,4,4,2,1,4,2,0,2,2,2,1,1,1,4,3,1,1,2,2,2,1,2, ,.71318334403313
04865,MONTREAL-NORD,H1H5C4,H1H,14,1,1,2, , , , , , , , , , , , , , ,1, , ,2,5,2,1,4,4,2,1,9,2,1,1,1,2,4,1,1,2,1,2,1,2, ,.98007152863766
04874,DORVAL,H9S3W6,H9S,20,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,2,1,4,99,99,2,9,1,2,3,3,4,3,1,1,2,2,1,2,2, ,.56147799073084
04881,MONTREAL-EST,H1B4Z6,H1B,17,1,1,2, , , , , , , , , , , , , , ,4,5, ,3,6,1,1,4,3,0,2,1,1,1,1,1,3,4,1,1,2,2,1,1,2, ,.81856585972332
04890,SAINT-LEONARD,H1S2A2,H1S,15,1,1,2, , , , , , , , , , , , , , ,5, , ,2,1,3,4,3,2,1,1,2,1,1,1,1,2,1,2,3,1,1,1,1,2, ,.91357010076408
04892,L'ILE-BIZARD,H9C2R8,H9C,26,1,1,1,2, , ,4,3,1,2,2,2,2,2,2,1,2, , , ,4,4,3,1,4,4,0,1,5,1,1,3,3,4,3,2,1,2,1,1,1,1,3,.56147799073084
04929,MONTREAL,H2C1N1,H2C,9,1,1,2, , , , , , , , , , , , , , ,17, , ,2,5,3,1,4,99,99,2,9,2,1,2,2,2,4,2,1,2,2,2,1,2, ,.98007152863766
04936,MONTREAL,H1J2Z2,H1J,10,1,1,2, , , , , , , , , , , , , , ,97, , ,3,1,3,4,4,2,0,1,4,1,1,1,1,3,1,2,3,2,1,1,1,2, ,.81856585972332
04950,MONTREAL,H2C,H2C,9,1,1,1,2, , ,3,2,1,2,2,1,1,1,1,1,2, , , ,4,4,3,2,4,1, ,2,9,2,1,2,2,4,3,2,2,2,2,2,1,1,2,.71318334403313
04954,MONTREAL,H2S2Y1,H2S,4,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,3,4,4,2,2,2,2,1,1,2,2,2,1,2,3,2,2,1,1,2, ,.91357010076408
04956,MONTREAL,H2S,H2S,4,1,1,1,5, , ,2,2,1,2,2,1,3,1,1,1,1, , , ,1,1,4,2,2,1, ,2,5,2,1,2,2,1,1,3,2,1,2,2,1,1,1,2.16279574167529
