VELO_EXP,WKT 
Vélo-Express Dagenais projeté,"LINESTRING  ( 288431.19980000 5053081.33320000, 288420.78450000 5053073.19590000, 288402.96750000 5053058.34070000, 288383.12790000 5053041.83290000, 288366.53310000 5053027.18880000, 288350.07830000 5053012.15050000, 288336.76070000 5053000.40270000, 288323.75580000 5052988.89910000, 288309.92680000 5052977.59100000, 288295.28650000 5052965.81700000, 288285.19730000 5052958.10240000, 288275.66520000 5052950.31930000, 288262.75150000 5052939.55850000, 288243.12050000 5052923.21370000, 288234.81660000 5052916.22240000, 288226.17700000 5052908.80090000, 288217.66460000 5052901.64660000, 288207.93710000 5052893.03930000, 288196.13680000 5052881.74210000, 288189.80000000 5052875.70000000, 288181.20000000 5052867.40000000, 288176.20000000 5052862.40000000, 288171.20000000 5052857.50000000, 288164.90000000 5052851.10000000, 288158.50000000 5052844.80000000, 288153.80000000 5052840.40000000, 288149.00000000 5052836.10000000, 288139.40000000 5052827.60000000, 288130.90000000 5052820.00000000, 288122.40000000 5052812.50000000, 288118.90000000 5052809.50000000, 288115.50000000 5052806.60000000, 288110.80000000 5052802.10000000, 288101.50000000 5052790.00000000, 288098.50000000 5052786.20000000, 288097.00000000 5052784.20000000, 288078.60000000 5052760.60000000, 288060.30000000 5052737.00000000, 288059.80000000 5052736.20000000, 288054.20000000 5052729.00000000, 288042.70000000 5052714.20000000, 288025.40000000 5052691.70000000, 288017.00000000 5052680.80000000, 288016.90000000 5052680.70000000, 288011.60000000 5052673.80000000, 288000.00000000 5052658.70000000, 287989.80000000 5052645.40000000, 287973.50000000 5052624.30000000, 287969.20000000 5052618.70000000, 287953.50000000 5052598.40000000, 287930.70000000 5052568.90000000, 287926.20000000 5052563.00000000, 287888.50000000 5052514.00000000, 287882.36620000 5052506.02780000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 287518.44580000 5047951.01060000, 287526.51090000 5047958.30200000, 287534.09760000 5047965.95400000, 287535.70000000 5047967.90000000, 287540.60000000 5047971.50000000, 287540.77730000 5047971.63030000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 285935.23840000 5046774.08180000, 285879.33840000 5046729.75370000, 285798.39000000 5046665.10540000, 285759.49990000 5046634.10200000, 285670.90400000 5046563.39100000, 285667.50000000 5046560.70000000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 290218.54880000 5050791.12660000, 290225.05380000 5050802.67040000, 290228.22510000 5050808.92540000, 290230.27250000 5050811.78410000, 290284.54280000 5050865.76850000, 290322.85360000 5050903.75840000, 290361.60430000 5050939.57390000, 290388.91050000 5050963.92970000, 290418.92880000 5050989.64900000, 290455.13360000 5051019.69800000, 290478.43290000 5051037.90140000, 290481.85850000 5051039.31860000, 290486.06580000 5051041.34670000, 290492.93150000 5051045.45160000, 290503.65270000 5051053.32440000, 290511.03640000 5051059.34490000, 290516.18670000 5051064.19280000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 290526.16270000 5051073.58310000, 290531.49650000 5051078.60370000, 290536.09970000 5051082.70370000, 290538.88010000 5051084.62440000, 290690.96090000 5051202.93920000, 290694.37670000 5051205.85060000, 290705.75390000 5051214.97880000, 290716.10000000 5051223.60000000, 290728.77260000 5051236.14550000, 290738.95920000 5051246.46430000, 290750.25470000 5051259.84110000, 290758.77680000 5051270.52850000, 290771.50290000 5051286.81330000, 290779.38930000 5051298.66560000, 290786.98110000 5051311.02280000, 290793.50530000 5051323.09530000, 290813.83800000 5051360.88930000, 290851.69350000 5051432.01590000, 290894.79900000 5051512.90020000, 290934.48660000 5051586.98370000, 290958.00000000 5051631.10000000, 290963.40000000 5051641.20000000, 290965.62680000 5051644.92630000, 290968.22110000 5051647.83800000, 290973.51270000 5051654.32040000, 290975.62940000 5051657.89220000, 290983.75090000 5051673.94390000, 290997.22270000 5051705.37040000, 291000.70680000 5051711.86980000, 291048.32070000 5051801.44870000, 291091.96680000 5051882.89120000, 291094.80000000 5051888.20000000, 291110.20000000 5051915.60000000, 291126.08910000 5051942.03540000, 291140.54350000 5051961.89040000, 291159.27370000 5051984.33040000, 291186.10580000 5052011.90540000, 291201.16140000 5052026.12220000, 291205.69620000 5052029.66520000, 291249.07940000 5052064.06350000, 291267.88310000 5052076.74000000, 291285.57750000 5052087.29080000, 291325.50610000 5052109.67260000, 291414.15920000 5052159.29400000, 291495.07690000 5052204.63440000, 291623.03320000 5052276.14900000, 291705.35810000 5052322.58900000, 291737.83790000 5052338.57190000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 287544.42300000 5048009.77980000, 287525.19340000 5047994.75600000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 288072.87910000 5048430.11790000, 288095.20650000 5048397.79300000, 288108.84000000 5048410.96290000, 288112.29980000 5048412.65870000, 288115.32960000 5048412.00390000, 288119.01900000 5048412.11640000, 288122.77680000 5048412.78600000, 288126.18280000 5048415.19520000, 288138.09130000 5048429.28370000, 288188.64270000 5048488.67280000, 288211.40440000 5048514.01070000, 288244.06620000 5048548.59450000, 288288.50480000 5048593.89020000, 288314.51590000 5048621.51520000, 288342.46710000 5048653.42580000, 288367.82830000 5048683.81660000, 288380.81780000 5048700.73570000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 288380.81780000 5048700.73570000, 288392.07960000 5048715.40410000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 287552.57470000 5048027.59490000, 287552.64160000 5048023.85080000, 287552.37700000 5048018.95600000, 287551.45090000 5048016.17790000, 287550.05640000 5048014.18110000, 287544.42300000 5048009.77980000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 275265.92860000 5046342.01090000, 275255.47320000 5046344.53520000, 275231.70830000 5046350.37740000, 275217.10830000 5046354.17740000, 275177.00830000 5046364.97740000, 275158.60830000 5046369.87740000, 275144.80830000 5046375.47740000, 275129.20830000 5046380.07740000, 275122.50830000 5046381.97740000, 275090.10830000 5046390.87740000, 275086.07580000 5046392.04170000, 275085.15740000 5046392.46080000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 276678.06690000 5045721.22790000, 276687.40000000 5045726.40000000, 276701.50000000 5045733.50000000, 276720.68930000 5045743.41820000, 276749.99520000 5045758.71410000, 276784.60000000 5045777.00000000, 276806.60000000 5045788.60000000, 276888.20000000 5045831.10000000, 276950.70000000 5045864.70000000, 277000.00000000 5045890.70000000, 277016.65630000 5045899.43950000, 277032.40000000 5045907.70000000, 277039.40000000 5045911.30000000, 277046.30000000 5045914.90000000, 277053.00000000 5045918.40000000, 277059.80000000 5045921.90000000, 277066.50000000 5045925.40000000, 277073.20000000 5045928.90000000, 277079.10000000 5045931.90000000, 277085.00000000 5045935.00000000, 277092.80000000 5045939.10000000, 277100.60000000 5045943.30000000, 277106.00000000 5045946.20000000, 277111.40000000 5045949.00000000, 277122.20000000 5045954.80000000, 277131.10000000 5045959.60000000, 277142.60000000 5045965.30000000, 277154.10000000 5045971.30000000, 277166.70000000 5045978.10000000, 277177.80000000 5045983.70000000, 277189.60000000 5045990.00000000, 277200.50000000 5045995.70000000, 277208.60000000 5046000.00000000, 277212.80000000 5046002.20000000, 277215.98190000 5046003.89050000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 285612.77710000 5045758.69030000, 285598.03240000 5045777.39770000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 285577.06620000 5045760.52280000, 285590.13330000 5045743.97110000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 278767.24010000 5046818.85550000, 278768.80000000 5046819.70000000, 278778.80000000 5046825.00000000, 278791.90000000 5046831.70000000, 278798.40000000 5046834.90000000, 278804.90000000 5046838.30000000, 278811.60000000 5046842.00000000, 278821.30000000 5046847.60000000, 278831.00000000 5046853.50000000, 278845.80000000 5046862.70000000, 278860.40000000 5046872.00000000, 278887.22110000 5046889.94850000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 289096.62770000 5052591.72390000, 289103.77150000 5052593.57590000, 289117.13290000 5052599.66140000, 289121.49850000 5052600.45510000, 289124.36750000 5052600.62760000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 282760.22840000 5049031.04950000, 282771.18990000 5049034.83270000, 282782.99720000 5049039.21680000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 288943.75160000 5052569.87980000, 288992.48310000 5052579.08890000, 289013.51750000 5052583.05770000, 289015.76640000 5052583.32220000, 289018.14760000 5052583.19000000, 289021.58730000 5052582.66080000, 289024.63000000 5052582.26390000, 289027.14350000 5052582.26390000, 289030.18620000 5052582.66080000, 289052.14670000 5052586.89410000, 289075.29780000 5052591.12750000, 289102.28530000 5052596.28690000, 289105.62350000 5052597.28010000, 289108.00480000 5052598.07390000, 289113.03190000 5052600.85200000, 289115.67770000 5052601.77810000, 289116.85130000 5052602.00010000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 285583.97510000 5045793.02070000, 285580.80000000 5045796.40000000, 285574.30000000 5045805.00000000, 285571.40000000 5045808.70000000, 285568.60000000 5045812.30000000, 285565.10000000 5045816.80000000, 285561.70000000 5045821.30000000, 285557.90000000 5045826.10000000, 285554.00000000 5045830.90000000, 285552.00000000 5045833.60000000, 285549.90000000 5045836.30000000, 285546.90000000 5045840.20000000, 285543.90000000 5045844.10000000, 285541.10000000 5045847.50000000, 285538.10000000 5045850.70000000, 285533.50000000 5045855.00000000, 285529.00000000 5045859.30000000, 285523.80000000 5045864.10000000, 285518.80000000 5045868.80000000, 285513.50000000 5045873.80000000, 285508.30000000 5045878.90000000, 285505.40000000 5045881.70000000, 285502.40000000 5045884.40000000, 285501.20000000 5045885.60000000, 285500.00000000 5045886.80000000, 285492.80000000 5045893.30000000, 285480.00000000 5045905.60000000, 285475.00000000 5045910.40000000, 285468.40000000 5045916.70000000, 285463.10000000 5045921.70000000, 285457.80000000 5045926.70000000, 285455.00000000 5045929.40000000, 285452.30000000 5045932.20000000, 285450.30000000 5045934.40000000, 285448.40000000 5045936.80000000, 285446.00000000 5045940.00000000, 285443.60000000 5045943.20000000, 285441.00000000 5045946.50000000, 285438.30000000 5045949.90000000, 285434.30000000 5045955.10000000, 285430.20000000 5045960.40000000, 285428.50000000 5045962.50000000, 285426.80000000 5045964.50000000, 285424.00000000 5045968.20000000, 285421.10000000 5045972.00000000, 285416.20000000 5045978.30000000, 285409.20000000 5045987.50000000, 285388.60000000 5046013.80000000, 285378.70000000 5046026.70000000, 285362.00000000 5046048.00000000, 285347.20000000 5046067.20000000, 285333.50000000 5046084.80000000, 285322.70000000 5046098.70000000, 285313.10000000 5046110.90000000, 285310.50000000 5046114.30000000, 285299.20000000 5046128.90000000, 285290.30000000 5046140.30000000, 285281.50000000 5046151.60000000, 285278.90000000 5046155.00000000, 285266.20000000 5046171.40000000, 285257.60000000 5046182.30000000, 285248.30000000 5046194.30000000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 288942.82220000 5052576.72790000, 288939.43400000 5052576.17850000, 288933.87770000 5052575.78160000, 288928.71830000 5052575.78160000, 288923.02980000 5052576.17850000, 288918.39960000 5052576.83990000, 288914.43080000 5052577.76600000, 288909.66830000 5052579.08890000, 288905.17040000 5052580.80860000, 288900.40790000 5052583.05770000, 288894.98390000 5052585.96810000, 288889.95680000 5052589.14310000, 288886.25260000 5052591.78890000, 288882.94530000 5052594.56700000, 288879.77030000 5052597.87440000, 288876.06620000 5052601.84310000, 288872.89110000 5052605.28270000, 288867.73170000 5052611.50040000, 288861.11720000 5052619.43790000, 288854.23800000 5052627.77230000, 288848.41720000 5052635.44530000, 288841.53800000 5052644.44110000, 288825.26610000 5052665.87240000, 288804.89300000 5052694.05050000, 288788.22430000 5052717.99540000, 288778.03790000 5052732.94440000, 288767.85130000 5052748.02570000, 288758.72320000 5052762.04870000, 288744.30340000 5052784.27370000, 288733.32310000 5052801.47160000, 288724.85640000 5052814.03940000, 288716.38980000 5052826.47470000, 288706.46780000 5052841.02690000, 288697.60440000 5052853.72690000, 288686.62410000 5052868.94050000, 288673.79180000 5052887.06450000, 288662.15010000 5052903.20410000, 288650.64070000 5052918.54990000, 288643.36460000 5052928.20730000, 288638.99900000 5052934.02820000, 288635.69170000 5052938.92290000, 288631.59070000 5052945.80210000, 288628.15100000 5052951.62300000, 288625.76980000 5052956.12080000, 288622.72710000 5052962.47090000, 288616.50930000 5052975.03860000, 288611.74680000 5052985.35740000, 288608.30730000 5052992.36890000, 288605.26450000 5052998.45430000, 288601.03120000 5053006.39180000, 288596.26870000 5053015.12310000, 288593.49060000 5053019.88560000, 288590.44780000 5053024.64810000, 288576.62440000 5053043.12030000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 289115.14850000 5052611.17070000, 289092.35720000 5052606.86650000, 289088.02870000 5052605.87910000, 289081.54640000 5052604.29160000, 289071.35990000 5052601.64570000, 289062.49640000 5052599.52910000, 289049.76540000 5052596.94830000, 288985.07470000 5052584.51280000, 288968.40590000 5052581.47020000, 288944.32880000 5052576.97220000, 288942.82220000 5052576.72790000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 285590.50200000 5051255.37270000, 285576.11380000 5051276.69920000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 285219.22160000 5050926.23960000, 285242.42510000 5050945.16510000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 285203.20570000 5046210.85840000, 285208.80000000 5046203.80000000, 285208.90000000 5046203.80000000, 285223.80000000 5046186.00000000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 286898.83960000 5043838.97530000, 286890.76090000 5043840.00110000, 286887.85050000 5043841.58860000, 286877.10000000 5043854.40000000, 286875.20000000 5043857.30000000, 286873.50000000 5043859.70000000, 286871.80000000 5043862.20000000, 286869.40000000 5043865.80000000, 286867.10000000 5043869.50000000, 286864.50000000 5043873.40000000, 286861.90000000 5043877.40000000, 286860.10000000 5043880.20000000, 286858.40000000 5043883.00000000, 286833.20000000 5043922.20000000, 286785.20000000 5044000.00000000, 286754.70000000 5044049.50000000, 286724.56750000 5044098.92480000, 286717.45870000 5044112.19660000)"
